id,cine_id,numero,capacidad,tipo_sala
5274,589,3,180,2D
5275,589,4,80,3D
5276,589,5,160,3D
5277,589,6,80,2D
5278,589,7,100,XD
5279,589,8,80,2D
5280,590,1,160,2D
5281,590,2,100,2D
5282,590,3,160,2D
5283,590,4,80,2D
5284,590,5,160,2D
5285,590,6,140,2D
5286,590,7,100,2D
5287,590,8,140,3D
5288,591,1,120,IMAX
5289,591,2,100,2D
5290,591,3,180,2D
5291,591,4,160,IMAX
5292,591,5,100,2D
5293,591,6,100,2D
5294,591,7,180,3D
5295,591,8,160,XD
5296,592,1,120,2D
5297,592,2,80,2D
5298,592,3,160,2D
5299,592,4,140,2D
5300,592,5,140,2D
5301,592,6,120,2D
5302,592,7,80,2D
5303,592,8,80,2D
5304,592,9,120,XD
5305,593,1,80,2D
5306,593,2,80,2D
5307,593,3,80,2D
5308,593,4,80,IMAX
5309,593,5,160,IMAX
5310,593,6,180,IMAX
5311,593,7,160,2D
5312,594,1,120,2D
5313,594,2,140,2D
5314,594,3,140,XD
5315,594,4,140,3D
5316,594,5,180,3D
5317,594,6,80,3D
5318,594,7,100,2D
5319,595,1,140,2D
5320,595,2,100,2D
5321,595,3,120,2D
5322,595,4,120,IMAX
5323,595,5,180,XD
5324,595,6,100,2D
5325,595,7,180,IMAX
5326,596,1,180,2D
5327,596,2,100,IMAX
5328,596,3,140,2D
5329,596,4,100,2D
5330,596,5,140,2D
5331,596,6,140,IMAX
5332,596,7,120,2D
5333,596,8,120,IMAX
5334,596,9,80,IMAX
5335,596,10,160,IMAX
5336,596,11,80,XD
5337,597,1,160,2D
5338,597,2,180,3D
5339,597,3,160,XD
5340,597,4,100,XD
5341,597,5,100,XD
5342,597,6,80,XD
5343,597,7,140,2D
5344,597,8,100,2D
5345,597,9,100,XD
5346,597,10,140,3D
5347,597,11,100,2D
5348,597,12,140,2D
5349,598,1,180,2D
5350,598,2,180,XD
5351,598,3,100,IMAX
5352,598,4,120,IMAX
5353,598,5,80,2D
5354,598,6,100,IMAX
5355,598,7,180,2D
5356,598,8,120,3D
5357,598,9,120,XD
5358,598,10,180,2D
5359,598,11,120,2D
5360,598,12,100,2D
5361,599,1,100,2D
5362,599,2,180,3D
5363,599,3,160,IMAX
5364,599,4,180,IMAX
5365,599,5,140,2D
5366,599,6,80,2D
5367,599,7,180,IMAX
5368,599,8,100,IMAX
5369,600,1,120,2D
5370,600,2,180,2D
5371,600,3,120,IMAX
5372,600,4,180,2D
5373,600,5,80,2D
5374,600,6,140,2D
5375,600,7,80,2D
5376,600,8,180,2D
5377,600,9,80,2D
5378,600,10,180,XD
5379,600,11,180,XD
5380,601,1,100,XD
5381,601,2,80,IMAX
5382,601,3,80,2D
5383,601,4,80,2D
5384,601,5,100,XD
5385,601,6,100,2D
5386,601,7,120,2D
5387,601,8,120,XD
5388,601,9,100,XD
5389,601,10,140,2D
5390,601,11,160,3D
5391,602,1,100,2D
5392,602,2,100,2D
5393,602,3,80,2D
5394,602,4,160,XD
5395,602,5,120,3D
5396,602,6,100,2D
5397,602,7,120,3D
5398,602,8,100,XD
5399,602,9,100,3D
5400,602,10,180,2D
5401,603,1,100,XD
5402,603,2,180,XD
5403,603,3,80,IMAX
5404,603,4,120,2D
5405,603,5,100,IMAX
5406,603,6,180,2D
5407,604,1,180,2D
5408,604,2,120,2D
5409,604,3,120,3D
5410,604,4,160,XD
5411,604,5,80,2D
5412,604,6,180,2D
5413,604,7,80,2D
5414,605,1,180,2D
5415,605,2,140,XD
5416,605,3,120,3D
5417,605,4,160,3D
5418,605,5,160,2D
5419,605,6,180,2D
5420,605,7,180,IMAX
5421,605,8,80,2D
5422,605,9,100,2D
5423,606,1,160,2D
5424,606,2,160,2D
5425,606,3,160,XD
5426,606,4,100,2D
5427,606,5,180,2D
5428,606,6,180,IMAX
5429,606,7,140,2D
5430,606,8,180,2D
5431,606,9,120,2D
5432,607,1,100,2D
5433,607,2,80,2D
5434,607,3,160,XD
5435,607,4,160,2D
5436,607,5,80,2D
5437,607,6,180,3D
5438,607,7,160,IMAX
5439,607,8,160,2D
5440,608,1,180,2D
5441,608,2,180,3D
5442,608,3,160,IMAX
5443,608,4,80,2D
5444,608,5,100,2D
5445,608,6,180,2D
5446,609,1,180,XD
5447,609,2,100,IMAX
5448,609,3,100,2D
5449,609,4,80,2D
5450,609,5,160,2D
5451,609,6,120,2D
5452,609,7,160,2D
5453,609,8,160,IMAX
5454,609,9,100,2D
5455,610,1,140,2D
5456,610,2,80,2D
5457,610,3,80,XD
5458,610,4,80,2D
5459,610,5,120,2D
5460,610,6,160,XD
5461,611,1,160,2D
5462,611,2,140,3D
5463,611,3,180,2D
5464,611,4,140,2D
5465,611,5,80,2D
5466,611,6,180,IMAX
5467,611,7,160,2D
5468,611,8,180,IMAX
5469,611,9,80,2D
5470,611,10,80,2D
5471,612,1,80,2D
5472,612,2,180,IMAX
5473,612,3,80,2D
5474,612,4,160,2D
5475,612,5,80,2D
5476,612,6,160,3D
5477,612,7,140,IMAX
5478,613,1,160,3D
5479,613,2,120,XD
5480,613,3,140,2D
5481,613,4,160,2D
5482,613,5,80,3D
5483,613,6,80,2D
5484,613,7,120,2D
5485,614,1,100,2D
5486,614,2,100,2D
5487,614,3,120,2D
5488,614,4,140,2D
5489,614,5,180,2D
5490,614,6,80,2D
5491,614,7,140,2D
5492,614,8,100,IMAX
5493,614,9,80,2D
5494,614,10,100,2D
5495,615,1,140,3D
5496,615,2,180,2D
5497,615,3,140,IMAX
5498,615,4,160,2D
5499,615,5,80,3D
5500,615,6,100,2D
5501,615,7,100,2D
5502,615,8,80,3D
5503,615,9,160,2D
5504,615,10,100,2D
5505,616,1,100,2D
5506,616,2,160,2D
5507,616,3,80,2D
5508,616,4,140,2D
5509,616,5,180,3D
5510,616,6,140,2D
5511,616,7,80,XD
5512,616,8,160,2D
5513,616,9,160,2D
5514,617,1,80,2D
5515,617,2,80,2D
5516,617,3,120,2D
5517,617,4,80,2D
5518,617,5,140,3D
5519,617,6,100,XD
5520,617,7,140,3D
5521,618,1,120,IMAX
5522,618,2,80,2D
5523,618,3,160,2D
5524,618,4,80,2D
5525,618,5,160,2D
5526,618,6,140,2D
5527,618,7,80,IMAX
5528,619,1,100,3D
5529,619,2,160,2D
5530,619,3,80,2D
5531,619,4,120,2D
5532,619,5,160,2D
5533,619,6,160,2D
5534,619,7,80,2D
5535,620,1,140,2D
5536,620,2,120,2D
5537,620,3,160,XD
5538,620,4,100,3D
5539,620,5,80,2D
5540,620,6,160,3D
5541,620,7,120,2D
5542,620,8,80,XD
5543,620,9,140,2D
5544,620,10,180,2D
5545,621,1,180,2D
5546,621,2,80,2D
5547,621,3,100,XD
5548,621,4,180,2D
5549,621,5,180,3D
5550,621,6,180,3D
5551,621,7,100,3D
5552,621,8,160,IMAX
5553,621,9,140,2D
5554,622,1,160,2D
5555,622,2,80,XD
5556,622,3,120,2D
5557,622,4,80,2D
5558,622,5,80,XD
5559,622,6,80,2D
5560,622,7,100,2D
5561,622,8,100,XD
5562,622,9,80,2D
5563,622,10,120,3D
5564,622,11,180,3D
5565,622,12,120,3D
5566,623,1,80,3D
5567,623,2,180,XD
5568,623,3,120,2D
5569,623,4,100,2D
5570,623,5,160,2D
5571,623,6,80,2D
5572,623,7,160,XD
5573,623,8,80,2D
5574,623,9,160,2D
5575,623,10,80,2D
5576,623,11,180,2D
5577,624,1,160,IMAX
5578,624,2,140,XD
5579,624,3,160,3D
5580,624,4,80,2D
5581,624,5,80,XD
5582,624,6,160,IMAX
5583,624,7,140,IMAX
5584,625,1,140,2D
5585,625,2,80,3D
5586,625,3,160,2D
5587,625,4,160,IMAX
5588,625,5,180,2D
5589,625,6,80,2D
5590,625,7,180,2D
5591,626,1,120,2D
5592,626,2,160,2D
5593,626,3,100,2D
5594,626,4,120,3D
5595,626,5,80,2D
5596,626,6,100,2D
5597,626,7,160,2D
5598,626,8,120,IMAX
5599,626,9,140,2D
5600,627,1,140,XD
5601,627,2,80,IMAX
5602,627,3,160,2D
5603,627,4,180,2D
5604,627,5,140,2D
5605,627,6,140,IMAX
5606,628,1,140,2D
5607,628,2,120,XD
5608,628,3,100,2D
5609,628,4,140,XD
5610,628,5,120,2D
5611,628,6,180,3D
5612,628,7,100,IMAX
5613,628,8,100,2D
5614,628,9,180,2D
5615,628,10,160,2D
5616,628,11,120,2D
5617,628,12,160,3D
5618,629,1,140,2D
5619,629,2,120,2D
5620,629,3,100,2D
5621,629,4,80,2D
5622,629,5,180,2D
5623,629,6,160,3D
5624,629,7,180,2D
5625,629,8,160,2D
5626,629,9,140,2D
5627,630,1,140,2D
5628,630,2,180,2D
5629,630,3,100,2D
5630,630,4,160,2D
5631,630,5,140,IMAX
5632,630,6,140,2D
5633,630,7,120,2D
5634,630,8,80,2D
5635,630,9,160,2D
5636,631,1,140,2D
5637,631,2,120,XD
5638,631,3,140,2D
5639,631,4,120,2D
5640,631,5,160,2D
5641,631,6,160,IMAX
5642,631,7,100,2D
5643,631,8,140,2D
5644,631,9,140,2D
5645,632,1,160,3D
5646,632,2,140,2D
5647,632,3,80,2D
5648,632,4,140,IMAX
5649,632,5,180,2D
5650,632,6,180,2D
5651,632,7,180,2D
5652,632,8,80,2D
5653,632,9,120,2D
5654,632,10,180,3D
5655,632,11,120,2D
5656,633,1,140,XD
5657,633,2,180,2D
5658,633,3,100,IMAX
5659,633,4,140,2D
5660,633,5,140,2D
5661,633,6,100,2D
5662,633,7,160,2D
5663,633,8,140,2D
5664,634,1,160,2D
5665,634,2,180,3D
5666,634,3,120,3D
5667,634,4,100,IMAX
5668,634,5,120,2D
5669,634,6,120,2D
5670,634,7,80,2D
5671,634,8,80,2D
5672,634,9,180,2D
5673,634,10,120,2D
5674,634,11,140,2D
5675,634,12,100,2D
5676,635,1,180,2D
5677,635,2,160,2D
5678,635,3,180,2D
5679,635,4,80,XD
5680,635,5,140,3D
5681,635,6,160,XD
5682,635,7,100,2D
5683,636,1,180,2D
5684,636,2,140,2D
5685,636,3,160,2D
5686,636,4,140,XD
5687,636,5,120,IMAX
5688,636,6,80,2D
5689,636,7,140,2D
5690,636,8,160,2D
5691,636,9,180,2D
5692,636,10,100,XD
5693,636,11,140,2D
5694,636,12,120,2D
5695,637,1,100,2D
5696,637,2,160,2D
5697,637,3,180,2D
5698,637,4,100,2D
5699,637,5,160,2D
5700,637,6,120,2D
5701,637,7,100,2D
5702,637,8,180,2D
5703,638,1,140,XD
5704,638,2,180,2D
5705,638,3,80,XD
5706,638,4,100,3D
5707,638,5,140,2D
5708,638,6,160,3D
5709,639,1,80,2D
5710,639,2,160,2D
5711,639,3,140,3D
5712,639,4,140,2D
5713,639,5,80,XD
5714,639,6,180,2D
5715,639,7,80,2D
5716,639,8,100,3D
5717,639,9,160,XD
5718,639,10,160,IMAX
5719,639,11,160,2D
5720,640,1,140,IMAX
5721,640,2,160,IMAX
5722,640,3,100,2D
5723,640,4,100,3D
5724,640,5,160,3D
5725,640,6,100,IMAX
5726,640,7,160,2D
5727,640,8,160,2D
5728,640,9,180,2D
5729,640,10,140,2D
5730,641,1,120,2D
5731,641,2,80,XD
5732,641,3,180,XD
5733,641,4,160,3D
5734,641,5,120,2D
5735,641,6,120,IMAX
5736,641,7,100,3D
5737,641,8,160,XD
5738,641,9,120,XD
5739,641,10,180,2D
5740,641,11,180,2D
5741,642,1,180,3D
5742,642,2,180,3D
5743,642,3,100,XD
5744,642,4,80,2D
5745,642,5,180,IMAX
5746,642,6,180,2D
5747,642,7,120,XD
5748,642,8,160,2D
5749,642,9,100,2D
5750,642,10,140,XD
5751,642,11,100,2D
5752,642,12,120,2D
5753,643,1,140,IMAX
5754,643,2,140,2D
5755,643,3,100,2D
5756,643,4,180,3D
5757,643,5,160,2D
5758,643,6,120,XD
5759,643,7,140,3D
5760,643,8,120,2D
5761,643,9,160,2D
5762,643,10,140,IMAX
5763,643,11,140,2D
5764,644,1,140,3D
5765,644,2,100,XD
5766,644,3,100,2D
5767,644,4,80,2D
5768,644,5,180,IMAX
5769,644,6,120,2D
5770,644,7,140,2D
5771,644,8,140,XD
5772,644,9,120,XD
5773,644,10,100,2D
5774,644,11,180,XD
5775,644,12,80,2D
5776,645,1,80,2D
5777,645,2,160,2D
5778,645,3,120,IMAX
5779,645,4,120,2D
5780,645,5,120,2D
5781,645,6,100,2D
5782,645,7,120,2D
5783,645,8,120,2D
5784,645,9,180,2D
5785,646,1,180,3D
5786,646,2,160,2D
5787,646,3,140,2D
5788,646,4,180,3D
5789,646,5,140,2D
5790,646,6,160,2D
5791,646,7,160,IMAX
5792,647,1,100,XD
5793,647,2,140,3D
5794,647,3,80,2D
5795,647,4,80,2D
5796,647,5,120,2D
5797,647,6,160,2D
5798,648,1,100,2D
5799,648,2,140,3D
5800,648,3,80,2D
5801,648,4,180,2D
5802,648,5,80,2D
5803,648,6,120,IMAX
5804,648,7,100,2D
5805,648,8,140,IMAX
5806,648,9,140,2D
5807,648,10,80,IMAX
5808,648,11,80,XD
5809,648,12,180,2D
5810,649,1,160,2D
5811,649,2,180,XD
5812,649,3,160,2D
5813,649,4,80,2D
5814,649,5,120,3D
5815,649,6,80,2D
5816,649,7,80,3D
5817,649,8,160,XD
5818,649,9,140,2D
5819,650,1,160,2D
5820,650,2,100,2D
5821,650,3,180,2D
5822,650,4,180,2D
5823,650,5,180,XD
5824,650,6,120,2D
5825,651,1,100,2D
5826,651,2,140,2D
5827,651,3,180,2D
5828,651,4,180,2D
5829,651,5,180,XD
5830,651,6,120,2D
5831,651,7,80,IMAX
5832,652,1,160,2D
5833,652,2,160,2D
5834,652,3,100,2D
5835,652,4,120,2D
5836,652,5,140,2D
5837,652,6,80,2D
5838,652,7,80,2D
5839,652,8,100,2D
5840,652,9,100,2D
5841,652,10,120,IMAX
5842,653,1,120,XD
5843,653,2,180,2D
5844,653,3,80,3D
5845,653,4,160,2D
5846,653,5,120,IMAX
5847,653,6,160,2D
5848,653,7,180,3D
5849,653,8,80,2D
5850,654,1,160,2D
5851,654,2,100,2D
5852,654,3,180,XD
5853,654,4,80,2D
5854,654,5,180,2D
5855,654,6,80,2D
5856,654,7,100,XD
5857,655,1,160,2D
5858,655,2,100,2D
5859,655,3,120,2D
5860,655,4,180,2D
5861,655,5,160,IMAX
5862,655,6,140,2D
5863,655,7,100,IMAX
5864,655,8,160,3D
5865,655,9,180,2D
5866,655,10,160,2D
5867,655,11,80,2D
5868,655,12,120,2D
5869,656,1,100,XD
5870,656,2,100,2D
5871,656,3,120,2D
5872,656,4,180,2D
5873,656,5,140,IMAX
5874,656,6,160,XD
5875,656,7,100,XD
5876,656,8,160,2D
5877,657,1,180,3D
5878,657,2,80,XD
5879,657,3,80,2D
5880,657,4,120,2D
5881,657,5,80,2D
5882,657,6,120,2D
5883,658,1,120,2D
5884,658,2,100,3D
5885,658,3,160,3D
5886,658,4,160,2D
5887,658,5,140,2D
5888,658,6,120,2D
5889,658,7,100,2D
5890,658,8,120,2D
5891,659,1,120,3D
5892,659,2,120,XD
5893,659,3,180,2D
5894,659,4,80,XD
5895,659,5,160,2D
5896,659,6,160,IMAX
5897,659,7,180,3D
5898,659,8,80,2D
5899,659,9,120,2D
5900,659,10,120,2D
5901,659,11,160,3D
5902,659,12,120,2D
5903,660,1,120,IMAX
5904,660,2,160,2D
5905,660,3,160,2D
5906,660,4,80,2D
5907,660,5,80,2D
5908,660,6,180,2D
5909,660,7,180,2D
5910,660,8,180,XD
5911,660,9,120,XD
5912,660,10,180,XD
5913,661,1,160,3D
5914,661,2,80,2D
5915,661,3,140,2D
5916,661,4,80,2D
5917,661,5,140,IMAX
5918,661,6,180,3D
5919,661,7,160,IMAX
5920,661,8,100,2D
5921,661,9,80,2D
5922,662,1,140,2D
5923,662,2,160,2D
5924,662,3,80,3D
5925,662,4,100,XD
5926,662,5,180,3D
5927,662,6,80,IMAX
5928,662,7,160,2D
5929,662,8,160,IMAX
5930,663,1,120,2D
5931,663,2,100,2D
5932,663,3,80,XD
5933,663,4,80,2D
5934,663,5,140,IMAX
5935,663,6,100,2D
5936,663,7,180,2D
5937,663,8,140,2D
5938,663,9,180,IMAX
5939,663,10,100,2D
5940,663,11,140,XD
5941,663,12,160,3D
5942,664,1,100,3D
5943,664,2,80,2D
5944,664,3,100,3D
5945,664,4,120,2D
5946,664,5,180,3D
5947,664,6,80,2D
5948,664,7,100,3D
5949,664,8,100,2D
5950,664,9,180,3D
5951,664,10,80,2D
5952,665,1,160,3D
5953,665,2,180,XD
5954,665,3,100,2D
5955,665,4,160,2D
5956,665,5,180,IMAX
5957,665,6,80,2D
5958,665,7,140,2D
5959,665,8,80,2D
5960,665,9,100,2D
5961,665,10,80,2D
5962,665,11,160,2D
5963,665,12,80,2D
5964,666,1,120,2D
5965,666,2,80,IMAX
5966,666,3,80,XD
5967,666,4,80,2D
5968,666,5,160,2D
5969,666,6,80,2D
5970,667,1,100,IMAX
5971,667,2,140,2D
5972,667,3,160,2D
5973,667,4,80,XD
5974,667,5,120,2D
5975,667,6,180,2D
5976,667,7,180,IMAX
5977,667,8,80,2D
5978,667,9,160,2D
5979,667,10,120,3D
5980,667,11,140,2D
5981,667,12,100,2D
5982,668,1,120,IMAX
5983,668,2,80,2D
5984,668,3,120,2D
5985,668,4,180,2D
5986,668,5,80,IMAX
5987,668,6,160,2D
5988,668,7,140,XD
5989,668,8,160,XD
5990,668,9,140,3D
5991,668,10,100,2D
5992,669,1,160,2D
5993,669,2,120,2D
5994,669,3,100,3D
5995,669,4,100,3D
5996,669,5,140,3D
5997,669,6,100,2D
5998,669,7,80,2D
5999,669,8,160,3D
6000,669,9,160,2D
6001,670,1,140,2D
6002,670,2,160,3D
6003,670,3,180,IMAX
6004,670,4,180,2D
6005,670,5,100,2D
6006,670,6,140,IMAX
6007,671,1,160,2D
6008,671,2,180,XD
6009,671,3,100,IMAX
6010,671,4,140,2D
6011,671,5,180,3D
6012,671,6,140,IMAX
6013,672,1,140,2D
6014,672,2,140,2D
6015,672,3,180,IMAX
6016,672,4,100,2D
6017,672,5,180,2D
6018,672,6,120,3D
6019,672,7,180,2D
6020,672,8,100,3D
6021,672,9,180,XD
6022,672,10,120,3D
6023,672,11,180,2D
6024,672,12,80,2D
6025,673,1,140,2D
6026,673,2,160,2D
6027,673,3,180,2D
6028,673,4,180,2D
6029,673,5,120,2D
6030,673,6,80,3D
6031,673,7,140,2D
6032,673,8,180,XD
6033,673,9,140,XD
6034,673,10,100,3D
6035,674,1,80,2D
6036,674,2,140,2D
6037,674,3,120,2D
6038,674,4,100,2D
6039,674,5,100,XD
6040,674,6,100,2D
6041,674,7,80,2D
6042,674,8,80,2D
6043,674,9,120,2D
6044,674,10,120,XD
6045,674,11,160,2D
6046,675,1,160,3D
6047,675,2,180,XD
6048,675,3,140,2D
6049,675,4,120,IMAX
6050,675,5,160,XD
6051,675,6,100,IMAX
6052,675,7,140,2D
6053,675,8,180,IMAX
6054,675,9,160,2D
6055,675,10,80,2D
6056,675,11,100,3D
6057,675,12,160,XD
6058,676,1,160,IMAX
6059,676,2,100,2D
6060,676,3,100,2D
6061,676,4,180,2D
6062,676,5,160,2D
6063,676,6,140,3D
6064,677,1,140,2D
6065,677,2,140,2D
6066,677,3,140,IMAX
6067,677,4,180,2D
6068,677,5,140,IMAX
6069,677,6,120,2D
6070,677,7,140,2D
6071,677,8,180,2D
6072,677,9,180,IMAX
6073,677,10,160,XD
6074,677,11,140,3D
6075,677,12,100,2D
6076,678,1,120,2D
6077,678,2,120,IMAX
6078,678,3,160,IMAX
6079,678,4,160,2D
6080,678,5,80,2D
6081,678,6,180,XD
6082,679,1,100,XD
6083,679,2,100,XD
6084,679,3,100,IMAX
6085,679,4,160,IMAX
6086,679,5,80,2D
6087,679,6,80,2D
6088,680,1,100,2D
6089,680,2,100,2D
6090,680,3,100,2D
6091,680,4,100,3D
6092,680,5,180,2D
6093,680,6,100,2D
6094,681,1,120,2D
6095,681,2,160,3D
6096,681,3,140,3D
6097,681,4,180,2D
6098,681,5,140,2D
6099,681,6,180,2D
6100,681,7,160,2D
6101,681,8,120,2D
6102,681,9,80,3D
6103,681,10,180,XD
6104,681,11,180,2D
6105,682,1,160,2D
6106,682,2,100,2D
6107,682,3,80,2D
6108,682,4,120,2D
6109,682,5,120,2D
6110,682,6,180,2D
6111,682,7,120,2D
6112,682,8,160,3D
6113,683,1,180,2D
6114,683,2,140,2D
6115,683,3,160,2D
6116,683,4,120,2D
6117,683,5,80,XD
6118,683,6,80,2D
6119,683,7,140,2D
6120,683,8,140,2D
6121,683,9,180,XD
6122,683,10,140,2D
6123,684,1,160,3D
6124,684,2,180,2D
6125,684,3,80,3D
6126,684,4,80,3D
6127,684,5,120,3D
6128,684,6,120,2D
6129,684,7,180,IMAX
6130,684,8,140,2D
6131,685,1,100,IMAX
6132,685,2,80,2D
6133,685,3,100,3D
6134,685,4,180,3D
6135,685,5,120,2D
6136,685,6,160,XD
6137,685,7,140,3D
6138,686,1,180,XD
6139,686,2,160,2D
6140,686,3,160,2D
6141,686,4,140,2D
6142,686,5,80,XD
6143,686,6,160,2D
6144,686,7,180,XD
6145,686,8,120,2D
6146,687,1,180,XD
6147,687,2,100,IMAX
6148,687,3,80,2D
6149,687,4,140,2D
6150,687,5,120,2D
6151,687,6,180,XD
6152,687,7,140,IMAX
6153,687,8,180,2D
6154,687,9,120,2D
6155,687,10,160,2D
6156,687,11,100,2D
6157,688,1,180,IMAX
6158,688,2,120,2D
6159,688,3,100,IMAX
6160,688,4,160,2D
6161,688,5,120,2D
6162,688,6,180,2D
6163,688,7,160,2D
6164,688,8,180,2D
6165,688,9,140,2D
6166,689,1,80,IMAX
6167,689,2,180,2D
6168,689,3,140,2D
6169,689,4,100,2D
6170,689,5,180,2D
6171,689,6,120,XD
6172,689,7,140,3D
6173,690,1,180,2D
6174,690,2,100,3D
6175,690,3,180,3D
6176,690,4,180,IMAX
6177,690,5,160,2D
6178,690,6,120,XD
6179,691,1,140,2D
6180,691,2,160,2D
6181,691,3,180,3D
6182,691,4,140,XD
6183,691,5,180,2D
6184,691,6,80,2D
6185,692,1,100,2D
6186,692,2,100,IMAX
6187,692,3,180,XD
6188,692,4,140,2D
6189,692,5,80,2D
6190,692,6,80,2D
6191,692,7,120,XD
6192,692,8,120,3D
6193,692,9,100,2D
6194,692,10,140,3D
6195,693,1,140,2D
6196,693,2,180,3D
6197,693,3,120,2D
6198,693,4,100,2D
6199,693,5,160,2D
6200,693,6,180,2D
6201,693,7,100,2D
6202,693,8,120,XD
6203,693,9,120,2D
6204,694,1,120,2D
6205,694,2,180,3D
6206,694,3,180,2D
6207,694,4,100,2D
6208,694,5,100,3D
6209,694,6,140,IMAX
6210,694,7,120,2D
6211,695,1,180,XD
6212,695,2,160,2D
6213,695,3,80,3D
6214,695,4,180,3D
6215,695,5,100,2D
6216,695,6,140,2D
6217,695,7,140,3D
6218,696,1,180,IMAX
6219,696,2,160,2D
6220,696,3,160,2D
6221,696,4,160,IMAX
6222,696,5,140,XD
6223,696,6,180,2D
6224,696,7,80,2D
6225,696,8,80,2D
6226,696,9,160,2D
6227,696,10,140,XD
6228,697,1,160,IMAX
6229,697,2,160,IMAX
6230,697,3,180,2D
6231,697,4,80,3D
6232,697,5,120,3D
6233,697,6,140,2D
6234,697,7,120,2D
6235,697,8,100,2D
6236,697,9,180,2D
6237,698,1,160,IMAX
6238,698,2,180,XD
6239,698,3,100,2D
6240,698,4,180,2D
6241,698,5,140,IMAX
6242,698,6,180,IMAX
6243,698,7,180,3D
6244,699,1,100,2D
6245,699,2,140,2D
6246,699,3,80,2D
6247,699,4,160,2D
6248,699,5,180,2D
6249,699,6,180,2D
6250,699,7,100,XD
6251,700,1,120,IMAX
6252,700,2,120,IMAX
6253,700,3,120,3D
6254,700,4,120,2D
6255,700,5,120,2D
6256,700,6,100,IMAX
6257,700,7,180,IMAX
6258,700,8,180,2D
6259,701,1,100,3D
6260,701,2,80,2D
6261,701,3,100,2D
6262,701,4,180,2D
6263,701,5,80,2D
6264,701,6,80,2D
6265,702,1,160,IMAX
6266,702,2,140,XD
6267,702,3,180,IMAX
6268,702,4,100,2D
6269,702,5,160,XD
6270,702,6,120,2D
6271,702,7,80,2D
6272,702,8,140,IMAX
6273,702,9,80,2D
6274,702,10,160,2D
6275,702,11,120,2D
6276,702,12,80,2D
6277,703,1,180,2D
6278,703,2,160,2D
6279,703,3,180,2D
6280,703,4,120,3D
6281,703,5,140,3D
6282,703,6,120,2D
6283,704,1,80,3D
6284,704,2,80,XD
6285,704,3,120,2D
6286,704,4,120,2D
6287,704,5,180,2D
6288,704,6,160,3D
6289,704,7,180,XD
6290,704,8,80,IMAX
6291,704,9,140,2D
6292,705,1,140,2D
6293,705,2,180,3D
6294,705,3,180,2D
6295,705,4,180,2D
6296,705,5,100,2D
6297,705,6,100,IMAX
6298,705,7,140,2D
6299,705,8,180,2D
6300,706,1,80,2D
6301,706,2,160,2D
6302,706,3,80,XD
6303,706,4,140,2D
6304,706,5,120,IMAX
6305,706,6,100,IMAX
6306,706,7,120,IMAX
6307,706,8,180,IMAX
6308,706,9,160,2D
6309,707,1,140,XD
6310,707,2,120,2D
6311,707,3,140,2D
6312,707,4,180,2D
6313,707,5,120,2D
6314,707,6,120,3D
6315,708,1,140,XD
6316,708,2,100,IMAX
6317,708,3,80,2D
6318,708,4,160,2D
6319,708,5,80,IMAX
6320,708,6,180,2D
6321,708,7,180,XD
6322,708,8,120,2D
6323,708,9,140,2D
6324,708,10,160,IMAX
6325,708,11,80,2D
6326,709,1,180,2D
6327,709,2,100,3D
6328,709,3,180,3D
6329,709,4,80,2D
6330,709,5,180,3D
6331,709,6,100,2D
6332,709,7,80,3D
6333,709,8,120,XD
6334,710,1,100,IMAX
6335,710,2,80,2D
6336,710,3,160,2D
6337,710,4,180,XD
6338,710,5,140,XD
6339,710,6,180,2D
6340,710,7,180,3D
6341,711,1,120,2D
6342,711,2,120,XD
6343,711,3,100,XD
6344,711,4,140,IMAX
6345,711,5,100,2D
6346,711,6,140,3D
6347,711,7,80,2D
6348,711,8,120,3D
6349,711,9,120,3D
6350,711,10,100,2D
6351,711,11,160,2D
6352,712,1,160,2D
6353,712,2,80,XD
6354,712,3,160,IMAX
6355,712,4,180,2D
6356,712,5,180,2D
6357,712,6,180,XD
6358,713,1,180,2D
6359,713,2,120,2D
6360,713,3,80,XD
6361,713,4,140,2D
6362,713,5,140,2D
6363,713,6,140,2D
6364,713,7,80,3D
6365,713,8,100,2D
6366,713,9,80,2D
6367,713,10,120,2D
6368,713,11,180,2D
6369,713,12,100,2D
6370,714,1,120,2D
6371,714,2,180,2D
6372,714,3,160,2D
6373,714,4,140,IMAX
6374,714,5,180,XD
6375,714,6,100,XD
6376,714,7,120,2D
6377,714,8,180,2D
6378,714,9,140,2D
6379,714,10,100,IMAX
6380,715,1,100,3D
6381,715,2,80,2D
6382,715,3,140,2D
6383,715,4,100,2D
6384,715,5,180,2D
6385,715,6,100,IMAX
6386,715,7,100,2D
6387,715,8,100,2D
6388,715,9,120,2D
6389,715,10,120,3D
6390,715,11,140,XD
6391,716,1,100,2D
6392,716,2,180,2D
6393,716,3,180,2D
6394,716,4,140,2D
6395,716,5,180,2D
6396,716,6,100,2D
6397,716,7,160,2D
6398,716,8,140,2D
6399,716,9,160,3D
6400,716,10,180,2D
6401,717,1,80,3D
6402,717,2,180,2D
6403,717,3,180,XD
6404,717,4,140,2D
6405,717,5,80,2D
6406,717,6,100,2D
6407,717,7,160,2D
6408,718,1,80,3D
6409,718,2,180,XD
6410,718,3,100,XD
6411,718,4,120,IMAX
6412,718,5,100,2D
6413,718,6,120,2D
6414,718,7,180,2D
